index	return	risk	AAPL	SPY	TSLA	SBUX	MSFT	NVDA
37	0.03682582416726152	0.05951645082645585	0.2628293537334042	0.3309842572331119	0.03742030385004312	0.0	1.4365678785432934e-17	0.3687660851834408
38	0.03733075026338793	0.06033741815544171	0.26128630650766976	0.32118411787959766	0.038737484631273036	4.573977915173222e-19	9.784924606681678e-18	0.37879209098145955
39	0.03783567635688673	0.06115695368080055	0.2577176566916596	0.3122376929708134	0.04157680608725205	0.0	0.0	0.3884678442502751
40	0.03834060245852058	0.06201542351387277	0.26191067930809925	0.30636854157037197	0.03140767423328723	0.0	6.938893903907228e-18	0.4003131048882415
41	0.03884552854534712	0.06281398482255404	0.25271541309219425	0.29508507558523295	0.04379722770729549	0.0	1.0516761073109393e-17	0.4084022836152774
42	0.03935045464189712	0.06364800961360023	0.2488464320924309	0.2859812457097184	0.04718322839550628	0.0	0.0	0.4179890938023446
43	0.03985538073413654	0.06448867985802405	0.246890300156703	0.2787145087115623	0.04614402674837924	1.1384122811097797e-18	0.0	0.4282511643833556
44	0.04036030683152033	0.06533024658650691	0.24298482615254577	0.2705712884277066	0.04848902739947974	3.1170812458958256e-18	2.1955093992831468e-17	0.43795485802026796
45	0.0408652329255467	0.06617571035423529	0.2387723424132365	0.2623114066458233	0.05134285399786728	0.0	1.485356976305141e-17	0.44757339694307297
46	0.041370159016965474	0.0670491974142757	0.2311772004441725	0.24711771288764847	0.06382535337221358	0.0016045842544776998	2.7755575615628914e-17	0.4562751490414878
47	0.041875085125199454	0.0679568553104221	0.2203056926799407	0.23250339821968205	0.07049574543008608	0.009444947028514379	0.0	0.46725021664177685
48	0.042380011208548125	0.06885600730560142	0.21121291722451052	0.22127826465414605	0.07095772224243362	0.017416757806156993	3.8963515573697816e-17	0.47913433807275296
49	0.04288493730486212	0.069594815367266	0.21909758809550878	0.2344968576653061	0.060320634486537274	0.0	1.328147661294743e-17	0.48608491975264795
50	0.04338986339906273	0.07066164897861063	0.19490213448215743	0.1993921368922268	0.08045784870682889	0.025538036293766324	1.0245710529988017e-17	0.49970984362502063
51	0.04389478949348429	0.07133777894770454	0.2104429361516788	0.2147936220733794	0.06990868411450335	0.0	0.0	0.5048547576604385
52	0.04439971558530912	0.07221051234239635	0.20728221537151975	0.2087295759543888	0.06898908817315734	6.098637220230962e-20	2.946319403729358e-17	0.5149991205009341
53	0.04490464168227322	0.07308869152095494	0.20291675192859912	0.2010958489407363	0.07132298698963475	0.0	0.0	0.5246644121410298
54	0.0454095677806399	0.07397408402118073	0.20045964367504396	0.19576726395759264	0.06870815021114103	0.0	1.848564704087785e-17	0.5350649421562224
55	0.04591449387224568	0.07485557625203147	0.19440671812662397	0.18738210738640868	0.07396335195311206	3.469446951953614e-18	1.1926223897340549e-17	0.5442478225338554
56	0.04641941996251374	0.0757433246984077	0.18896431556565058	0.17999266877140763	0.07734343575666387	7.806255641895632e-18	1.441988889405721e-17	0.5536995799062779
57	0.04692434605486625	0.07663525524062634	0.18425168218947227	0.17354490567906408	0.07876307186060727	0.0	5.328853677766254e-17	0.5634403402708564
58	0.047429272153696564	0.07753156282715448	0.17974130272129235	0.16770150381338716	0.07925124304866998	1.8214596497756474e-17	0.0	0.5733059504166506
59	0.04793419824772295	0.07842874180332333	0.17370616727870802	0.16044426459210515	0.08320968029768847	1.1275702593849248e-17	0.0	0.5826398878314984
60	0.048439124341987785	0.07933137487383345	0.16866397191712382	0.1547372081819788	0.08419672221955023	3.0357660829594124e-18	0.0	0.5924020976813471
61	0.048944050432742754	0.08023605546799888	0.16146880258910004	0.14700513968264448	0.09001776735135532	6.687169815681104e-05	0.0	0.6014414186787433
62	0.049448976531975566	0.08114390380804304	0.15616721096347957	0.1410070124466833	0.09175075959964717	0.0	0.0	0.61107501699019
63	0.04995390262633627	0.08205539448195334	0.15076224422625056	0.13503677088198798	0.09348071427723163	0.0	3.144186300207963e-18	0.6207202706145298
64	0.0504588287168029	0.08296999611611676	0.14517028826467232	0.12897609174555452	0.09554248686842964	0.0	1.1058862159352145e-17	0.6303111331213436
65	0.050963754815245135	0.0838874966411956	0.1395704149429789	0.12287081561176937	0.0976643899578868	0.0	5.637851296924623e-18	0.6398943794873649
66	0.05146868091068528	0.08480815121274637	0.13379739273076371	0.11693711759244776	0.09980495249368614	0.0	3.5778671692021654e-18	0.6494605371831025
67	0.05197360700482358	0.08573049659838264	0.12863701841809397	0.11052989795741014	0.10172851642162256	4.391018798566293e-18	0.0	0.6591045672028734
68	0.052478533097766775	0.0866948420848507	0.11417898896560197	0.09960291123905854	0.12017697515073526	0.0	0.0	0.6660411246446042
69	0.052983459193369366	0.08760988945511845	0.10978778254595799	0.09542801670166833	0.1186328535633773	0.0	6.938893903907228e-18	0.6761513471889964
70	0.05348838528703207	0.08852873702297019	0.10605084338019778	0.09165757270423554	0.11582823140935607	1.8397555614363403e-18	0.0	0.6864633525062106
71	0.05399331138157058	0.08945709373814495	0.10232785921622482	0.08793558753234715	0.11295170013097916	0.0	6.071532165918825e-18	0.6967848531204489
72	0.0544982374777213	0.09039569748388096	0.09833759629842974	0.08448679022768424	0.11009455210847087	0.0	0.0	0.7070810613654153
73	0.05500316357046283	0.0913420209416176	0.09455012148547656	0.08064248085539724	0.10743547219107805	0.0	0.0	0.7173719254680483
74	0.05550808966476231	0.09229180292031346	0.09068502856139185	0.0759434015544273	0.10583786880326679	1.3018896399298596e-18	0.0	0.7275337010809142
75	0.05601301575880924	0.09319491869284884	0.08431620308473889	0.05633425927826542	0.12416777523593	0.0	0.0	0.7351817624010657
76	0.05651794185313022	0.09413814265538425	0.07882618809714556	0.050369886570082525	0.1259955220298136	1.2857960139320281e-18	0.0	0.7448084033029584
77	0.05702286795405448	0.09508303200385133	0.0733975009695076	0.0441917240691813	0.12798962113495105	0.0	7.37257477290143e-18	0.75442115382636
78	0.05752779404463795	0.09602957417184713	0.06800957231737598	0.03787839323671843	0.13008646056318057	3.604972223514302e-18	0.0	0.7640255738827251
79	0.05803272013626851	0.09697834919581276	0.06252103747254704	0.031637797793561614	0.13222461341162897	0.0	0.0	0.7736165513222624
80	0.05853764623150019	0.09792893457799805	0.057022759836882264	0.025379243561895713	0.13439502818325022	4.472333961502706e-19	7.37257477290143e-18	0.7832029684179719
81	0.05904257232829407	0.09888112486414805	0.05154456540677125	0.019064496806354594	0.13660430010549218	1.060485249962384e-18	9.215718466126788e-19	0.792786637681382
82	0.05954749841806287	0.09983685193391778	0.04573139944359937	0.013251300986430263	0.1386579455001175	5.610746242612486e-18	3.794707603699266e-18	0.8023593540698529
83	0.0600524245177355	0.1007910353707689	0.04049608395212423	0.006570996629922736	0.1409822016558518	0.0	0.0	0.8119507177621014
84	0.06055735060729269	0.10174641988806545	0.03540092416002678	0.0	0.14301081488353573	0.0	7.589415207398531e-18	0.8215882609564374
85	0.06106227670246353	0.10271971595474909	0.032261710811015115	3.469446951953614e-18	0.13521042621856266	6.098637220230962e-19	0.0	0.8325278629704222
86	0.061567202797793374	0.10371828434594797	0.02917161453178913	0.0	0.1273497295155584	0.0	6.776263578034403e-19	0.8434786559526526
87	0.06207212889162622	0.1047085330988959	0.012462216931627924	7.752045533271357e-18	0.13621139221460105	7.250602028496811e-18	0.0	0.851326390853771
88	0.06257705498553717	0.1057090822095977	0.001725247087978084	4.174178364069192e-18	0.13773985323818028	0.0	2.3310346708438345e-18	0.8605348996738417
89	0.06308198108118528	0.10672760019764528	0.0	5.407458335271453e-18	0.12820333644567972	6.742382260144231e-19	0.0	0.8717966635543204
90	0.06358690717620881	0.10778890689196498	0.0	1.2115959277525512e-17	0.11654848766780762	9.520650327138336e-19	1.5043305143236374e-18	0.8834515123321924
91	0.06409183326888604	0.10889226096003006	3.9898639947466563e-17	8.890457814381136e-18	0.10489363894409352	0.0	0.0	0.8951063610559065
92	0.06459675937066792	0.11003639758583117	0.0	0.0	0.09323879001022334	2.031523820694714e-17	5.068645156369733e-18	0.9067612099897767
93	0.0651016854591199	0.11122005811782162	1.3010426069826053e-18	0.0	0.08158394138403735	9.110686380667254e-18	0.0	0.9184160586159626
94	0.06560661156150027	0.11244199443864053	2.7755575615628914e-17	0.0	0.06992909243635301	7.657177843178875e-19	0.0	0.9300709075636471
95	0.0661115376519233	0.11370097245206719	0.0	0.0	0.05827424376467075	3.2187251995663413e-18	0.0	0.9417257562353293
96	0.06661646374728335	0.11499577560345076	6.938893903907228e-17	3.2526065174565133e-18	0.04661939497903135	0.0	0.0	0.9533806050209687
97	0.06712138984725217	0.11632520760243961	1.2143064331837651e-17	1.7347234759768075e-18	0.03496454608701031	0.0	0.0	0.9650354539129897
98	0.06762631593134837	0.11768809487379847	0.0	0.0	0.02330969756136644	1.1553529400548657e-18	0.0	0.9766903024386336
99	0.06813124202597136	0.11908328882321667	0.0	0.0	0.011654848792739696	0.0	0.0	0.9883451512072604
100	0.068636168121639	0.1205096673455188	0.0	0.0	0.0	0.0	0.0	1.0
